fund_id,fund_name,manager_name,fund_size,fund_size_numeric,fund_size_currency,vintage_year,fundraising_year,fundraising_status,timeline_bucket,strategy,sub_strategy,geography,region,sector_focus,source_name,source_file,source_page,raw_text,data_quality_flag,created_at,clean_fund_name,clean_manager_name,include_in_main_dashboard,exclude_reason,cleaning_method,cleaned_quality_flag,original_fund_name,original_manager_name,fund_size_display,fund_size_millions,size_quality_flag,source_verification_status,source_verification_score,source_verification_notes,fund_name_repair_note,fund_name_quality_flag,manager_name_repair_note,manager_name_quality_flag,fundraising_status_fill_method,fundraising_status_method,fundraising_status_source_text
47ace323f15db8e3,Hy24 Clean H2 Infra Fund,Hy24 Clean H2 Infra Fund,€2.0bn,2000.0,EUR,2022.0,2022.0,confirmed_in_market,2022,,energy,europe,,energy,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,80.0,Hy24 Clean H2 Infra Fund €2.0bn 2022,clean_extraction,2026-06-10T16:23:56,Hy24 Clean H2 Infra Fund,Hy24 Clean H2 Infra Fund,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Hy24 Clean H2 Infra Fund,Hy24 Clean H2 Infra Fund,€2.0bn,2000.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: €2.0bn,,Needs review — fund equals manager,,Manager name OK,no_status_found,found_status_near_fund_on_source_page,"79 Source: Preqin, UBS projections for fund sizes Notes: * Represents target fund size for funds currently in the market Bolded names indicate current UBS mandates Infrastructure—Renewables and Energy Transition (Core+ & Value-Add) Cont. Fund Size Status/Vintage 2026 2027 and Beyond Crédit Mutuel Siloé Infrastructures €350m 2020 Capital Dynamics Clean Energy Infrastructure Fund X $315m 2020 CI Energy Transition Fund I €3.0bn 2021 Andera Smart Infra €233m 2021 Niam Infrastructure I €133m 2021 Hy24 Clean H2 Infra Fund €2.0bn 2022 Nuveen Clean Energy Fund Europe IV €2.0bn 2022 Omnes Capenergie 5 €1.4bn 2022 Antin Infrastructure NextGen Fund I €1.2bn 2022 Copenhagen Infrastructure Advanced Bioenergy Fund I €750m 2022 Algebris Green Transition Fund €380m 2022 SC Climate Impact Fund III €300m 2022 Asper Dhuk £220m 2022 Copenhagen Infrastructure V €12.0bn 2023 Ares Climate Infrastructure Partners II $3.0bn 2023 Just Climate Fund I $1.5bn 2023 Glentra Fund I €565m 2023 ALTÉRRA Acceleration $30.0bn 2024 Brookfield Global Transition Fund 2 $20.0bn 2024 HitecVision New Energy Fund II €1.5bn 2024 Confirmed in market Projected"
48d1b625c9ba4327,Adams Street Secondary 8,Adams Street Secondary 8,"$2,000",2000.0,USD,2026.0,2026.0,expected_2026,2026,buyout,secondaries,europe,,,Jefferies PFA,Jefferies PFA European Private Equity Market Maps (February 2026).pdf,14.0,"Adams Street Secondary 8, $2,000",clean_extraction,2026-06-10T16:23:55,Adams Street Secondary 8,Adams Street Secondary 8,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Adams Street Secondary 8,Adams Street Secondary 8,$2.0bn,2000.0,Normal size,Likely verified,70,Fund name found on source page; Manager name found; Size not clearly found,,Needs review — fund equals manager,,Manager name OK,timeline_bucket_2026,fallback_from_timeline_bucket,"Global Secondary Funds ($250m+) 14 Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. (**) Target size, final size unknown. Belnord I, €265 Coller Credit II, $6,800 Hollyport IX, $4,300 HarbourVest Structured Secondaries 2025 , $1,100 Banner Ridge VI, $4,200 Stafford Infra V, $1,100 Ares Secondaries Infra III, $3,300 RCP V, $1,260 JP Morgan PEG III, $810 Ashbridge II (MS), $2,500 ARCIS ESD VI , $220 Greenspring V, $2,600 Landmark XVII, $2,400 Vintage Investment Partners V, $312 Capital Dynamics VI, $1,100 StepStone Opps V, $4,800 Ardian ASF IX, $30,000 Headway Partners V, $544 Glouston VII, $514 Manulife Strategic, $610 Pantheon Senior Debt II, $834 Oddo BHF II, $775 Apollo S3 I, $2,500 GCM Secondary III, $972 ICG Strat. Equity V, $11,000 Willowridge Amberbrook IX, $900 Commonfund Secondary IV, $1,100 Dawson Portfolio Finance 6, $7,700 Ares Credit I, $4,000 BlackRock S&L II, $3,100 Stafford Timber X, $1,040 Pantheon Secondaries Opps II, $1,100 Neuberger Berman Strategic Capital II , $4,000 AlpInvest VIII, $15,000 Cubera X, €803 Hamilton Lane VI, $5,600 Strategic Partners X, $22,000 Auda VI*, $340 Arctos Keystone, $4,000 ICG LP Secondaries II*, $1,000 CVC (Glendower) VI, $7,000 CASH Capital (Beijing), $2,757 Clipway, $3,000 Allianz Private Debt II*, €1,500 A&M I, $500 Golding III, €750 Eurazeo V, $1,635 Pantheon VIII*, $3,250 Auldbrass IV, $350 Pantheon Credit Opps III, $750 Pathway Select II, $300 Northleaf IV*, $1,300 Keyhaven IV*, $281 Kline Hill V, $2,300 Lexington CIP VI, $4,000 Apogem VII, $1,300 LSV VII, $1,750 Newbury VI, $2,500 Patria V, $500 Partners Group VIII, $6,000 New 2nd IV*, $875 Fortress Credit VI, $8,000 HarbourVest Infra Opps III, $1,000 Sweetwater IV, $650 Netley I, $600 Audax Strategic Capital I, $600 Hayfin PES III, $820 StepStone Infra, $750 Blue Owl Dyal VI, $13,000 Neuberger Berman VI, $5,000 Kline Hill Solutions II, $500 Lexington XI*, $22,700 PineBridge VI*, $429 Pomona XI, $3,500 Portfolio Advisors V, $3,500 Adams Street Secondary 8, $2,000 Altamar Secondaries VI, €1,700 TPG GP Solutions II*, $1,860 Goldman Vintage Infra II*, $1,000 Dover Street XII, $20,000 Goldman Vintage X, $14,200 Committed Advisors V, $2,820 BEX V, $765 LGT Crown Global Secondaries VI, $7,000 Jasper Ridge Nova IV, $635 Galdana**, $1,600 Five Arrows VI, €2,000 Unigestion Secondary VI, €1,700 Coller IX, $12,500 Arcano V, €850 Leonard Green Sage I , $3,600 Pinegrove I, $2,200 Timber Bay III, $281 Blue Owl Strategic Equity, $3,000 Montana VI, $1,400 $0 $500 $1,000 $1,500 $2,000 $2,500 $3,000 $3,500 $4,000 $3bn+ 2022 2021 2023 2024 Pre - 2020 2020 2025 2026 In Market"
a7e9fdd875e8ca7a,Thoma Bravo Europe Fund,Thoma Bravo Europe Fund,€1.8bn,1800.0,EUR,2025.0,2025.0,confirmed_in_market,2025,buyout,financial_services,europe,,financial_services,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,57.0,Thoma Bravo Europe Fund €1.8bn 2025,clean_extraction,2026-06-10T16:23:56,Thoma Bravo Europe Fund,Thoma Bravo Europe Fund,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Thoma Bravo Europe Fund,Thoma Bravo Europe Fund,€1.8bn,1800.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: €1.8bn,,Needs review — fund equals manager,,Manager name OK,timeline_bucket_2025,found_status_near_fund_on_source_page,"56 Pan European Mid-market Buyout Funds Cont. Source: Preqin, UBS projections for fund sizes Notes: Projections based on UBS estimates, % of capital called * Represents target fund size for funds currently / expected to be in the market Bolded names indicate current UBS mandates Fund Size Status/Vintage 2026 2027 and Beyond BlackFin Financial Services Fund IV €1.9bn 2024 Chequers Capital XVIII €1.2bn 2024 STAR IV €1.0bn 2024 KLAR Partners II €870m 2024 Volpi Capital Fund III €428m 2024 GHO Capital IV €2.5bn 2025 Ufenau Fund VIII €2.1bn 2025 IK Small Cap IV Fund €2.0bn 2025 Thoma Bravo Europe Fund €1.8bn 2025 Rivean Capital Fund VII €1.6bn 2025 H.I.G. Europe Capital Partners IV €1.6bn 2025 Stirling Square Capital Partners Fifth Fund €1.6bn 2025 Charterhouse Capital Partners XII €1.5bn 2025 Marlin Heritage Europe III €1.0bn 2025 Exponent Private Equity Partners V £900m 2025 Aspirity Partners I €875m 2025 L Catterton Europe V €800m 2025 Apheon MidCap Buyout VI €1.3bn 2026 Confirmed in market Projected"
ed23dc63ce603d36,Thoma Bravo Europe,Thoma Bravo Europe,"€1,800",1800.0,EUR,2026.0,2026.0,raising,2026,growth,healthcare,europe,pan_european,healthcare,Jefferies PFA,Jefferies PFA European Private Equity Market Maps (February 2026).pdf,3.0,"Thoma Bravo Europe, €1,800",clean_extraction,2026-06-10T16:23:55,Thoma Bravo Europe,Thoma Bravo Europe,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Thoma Bravo Europe,Thoma Bravo Europe,€1.8bn,1800.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: €2bn,,Needs review — fund equals manager,,Manager name OK,timeline_bucket_2026,found_status_near_fund_on_source_page,"Pan-European Private Equity (€200 – €2bn) 3 Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. Other funds: MML Enterprise I (raising); size unknown. Triple PE I (raising); size unknown. Equistone (prior fund €2.8bn, 2018 vintage) understood to raise separate geographic funds going forwards. Trilantic Europe VI, €925 LLCP Europe II, €463 CGE Partners, €440 Alpha PE 7, €903 PIR Equities III, $312 BlueGem III, €340 FSN VI, €1,772 Charme IV, €780 Freshstream II, €762 ARCHIMED III, €650 ERES IV, €512 Agilitas 2020, €565 Astorg Mid-Cap, €1,263 Vivalto I , €690 Preservation II, €459 Seven2 MidMarket X, €1,605 Gilde Healthcare PE IV, €517 Adagia Capital Europe, €1,100 Andera MidCap 5, €750 Three Hills IV, €1,013 Bregal Milestone II, €770 Verdane Edda III, €1,100 G Square IV, €560 Columna III, €290 Kurma Growth, €167 Star IV, c. €956 Atomico Growth VI, $754 Summit Europe Growth IV, €1,400 Fidelio III, €1,100 Oakley Origin II, €750 Highland Europe V, €1,000 Gilde Healthcare VI, €740 Montefiore Expansion, €450 Argos Climate Action, €337 Capital D II, €156 Corten II, €680 Volpi III, €428 MML VIII, €1,000 Chequers XVIII, €1,200 Blume Equity I, €193 Thoma Bravo Europe, €1,800 BlackFin Financial Services IV, €1,800 Ambienta IV, €1,550 PX3, €500 KLAR II, €870 Rivean VII, €1,580 Capza Flex Equity MM II, €1,300 Eurazeo Planetary Boundaries, €750 Naxicap III, €1,200 Trill II, €1,200 Cinven Strategic 2*, €1,500 Partners Group Life II, €500 Eurazeo Growth IV, €1,000 Agilitas Human Investment, €250 AnaCap IV*, €230 Sprints V*, €525 Capza 6 Flex Equity, €850 Stirling Square V*, €950 PAI MM II*, €918 Charterhouse XII, €1,500 Argos MM IX, €600 Riverside Europe VII, €600 H.I.G. Europe MM II*, €1,906 Osprey I, €400 Keensight Spark II, €800 One Peak Growth IV*, $1,000 Triton SMC III*, €817 Fremman II, €750 A&M Europe II*, €650 Eurazeo PME V* , €1,000 Investindustrial Growth IV, €1,250 Main Capital VIII, €1,933 Main Foundation II, €507 Ardian Growth III, €530 ARCHIMED Rise, €400 Kennet VI, €266 Balderton Growth II, $685 Verdane Idun II, €700 Marlin Heritage Europe III, €1,000 Bridgepoint Growth II, £300 TDR SOF I, €450 bd-capital 2, €430 Montefiore VI, €1,400 Ambienta Small Cap, €500 Pollen Street V, €1,500 Notion Growth III, €114 Aspirity I, €875 H.I.G Europe IV, €1,600 IK Partnership III, €500 Expedition Growth III, $375 Apheon VI, €1,250 €150 €650 €1,150 €1,650 Market Statistics Funds currently raising (no. / %) 25 / 27% Funds currently raising (capital) €22.2b+ targeted Average fund size in market (tgt.) €840m median / €891m mean 2022 2021 2023 2024 2016 - 2019 2020 In Market 2025 2026"
73ec901d51c5b144,CMA CGM Pulse,CMA CGM Pulse,$1.5bn,1500.0,USD,2023.0,2023.0,evergreen,2023,,energy,europe,,energy,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,83.0,CMA CGM Pulse $1.5bn 2023,clean_extraction,2026-06-10T16:23:56,CMA CGM Pulse,CMA CGM Pulse,True,,no_repeated_manager_pattern,clean_main_dashboard_row,CMA CGM Pulse,CMA CGM Pulse,$1.5bn,1500.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: $1.5bn,,Needs review — fund equals manager,,Manager name OK,no_status_found,found_status_near_fund_on_source_page,"82 Source: Preqin, UBS projections for fund sizes Notes: * Represents target fund size for funds currently in the market Bolded names indicate current UBS mandates Infrastructure—Renewables and Energy Transition (Core) Cont. Fund Size Status/Vintage 2026 2027 and Beyond CR Institutional Infrastructure Multi-Asset Fund II €500m 2020 Helia Renovables IV €213m 2020 SWEN Impact Fund for Transition 2 €583m 2021 Impax New Energy Investors IV €459m 2021 Vortex Energy IV $400m 2021 Glenmont Clean Energy Fund Europe IV €2.0bn 2022 Demeter Climate Infrastructure Fund €250m 2022 Macquarie Green Energy Transition Solutions $2.4bn 2023 CMA CGM Pulse $1.5bn 2023 Prime Green Energy Infrastructure Fund II €1.0bn 2023 SDCL Green Energy Solutions Fund €650m 2023 L&G NTR Clean Power (Europe) Fund €584m 2023 Tages Helios Net Zero €554m 2023 ABN AMRO Sustainable Impact Fund €425m 2023 Quinbrook Infrastructure Partners III - Net Zero Power Fund $3.0bn 2024 IFM Core Energy Transition Fund $3.0bn Open Ended Ardian Clean Energy Evergreen Fund €1.0bn Open Ended HIH Green Energy Invest €750m Open Ended Confirmed in market Projected"
de972b2333d841e4,Cinven Strategic 2,Cinven Strategic 2,"€1,500",1500.0,EUR,2026.0,2026.0,raising,2026,growth,healthcare,europe,pan_european,healthcare,Jefferies PFA,Jefferies PFA European Private Equity Market Maps (February 2026).pdf,3.0,"Cinven Strategic 2*, €1,500",clean_extraction,2026-06-10T16:23:55,Cinven Strategic 2,Cinven Strategic 2,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Cinven Strategic 2*,Cinven Strategic 2*,€1.5bn,1500.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: €2bn,,Needs review — fund equals manager,,Manager name OK,timeline_bucket_2026,found_status_near_fund_on_source_page,"Pan-European Private Equity (€200 – €2bn) 3 Sources: Preqin or publicly-available data, as applicable, and Jefferies PFA market knowledge. Data in millions as of February 2026. Subject to change. Years represent vintages. Statistics based on funds shown on map. (*) Prior fund size shown where target size not available. Other funds: MML Enterprise I (raising); size unknown. Triple PE I (raising); size unknown. Equistone (prior fund €2.8bn, 2018 vintage) understood to raise separate geographic funds going forwards. Trilantic Europe VI, €925 LLCP Europe II, €463 CGE Partners, €440 Alpha PE 7, €903 PIR Equities III, $312 BlueGem III, €340 FSN VI, €1,772 Charme IV, €780 Freshstream II, €762 ARCHIMED III, €650 ERES IV, €512 Agilitas 2020, €565 Astorg Mid-Cap, €1,263 Vivalto I , €690 Preservation II, €459 Seven2 MidMarket X, €1,605 Gilde Healthcare PE IV, €517 Adagia Capital Europe, €1,100 Andera MidCap 5, €750 Three Hills IV, €1,013 Bregal Milestone II, €770 Verdane Edda III, €1,100 G Square IV, €560 Columna III, €290 Kurma Growth, €167 Star IV, c. €956 Atomico Growth VI, $754 Summit Europe Growth IV, €1,400 Fidelio III, €1,100 Oakley Origin II, €750 Highland Europe V, €1,000 Gilde Healthcare VI, €740 Montefiore Expansion, €450 Argos Climate Action, €337 Capital D II, €156 Corten II, €680 Volpi III, €428 MML VIII, €1,000 Chequers XVIII, €1,200 Blume Equity I, €193 Thoma Bravo Europe, €1,800 BlackFin Financial Services IV, €1,800 Ambienta IV, €1,550 PX3, €500 KLAR II, €870 Rivean VII, €1,580 Capza Flex Equity MM II, €1,300 Eurazeo Planetary Boundaries, €750 Naxicap III, €1,200 Trill II, €1,200 Cinven Strategic 2*, €1,500 Partners Group Life II, €500 Eurazeo Growth IV, €1,000 Agilitas Human Investment, €250 AnaCap IV*, €230 Sprints V*, €525 Capza 6 Flex Equity, €850 Stirling Square V*, €950 PAI MM II*, €918 Charterhouse XII, €1,500 Argos MM IX, €600 Riverside Europe VII, €600 H.I.G. Europe MM II*, €1,906 Osprey I, €400 Keensight Spark II, €800 One Peak Growth IV*, $1,000 Triton SMC III*, €817 Fremman II, €750 A&M Europe II*, €650 Eurazeo PME V* , €1,000 Investindustrial Growth IV, €1,250 Main Capital VIII, €1,933 Main Foundation II, €507 Ardian Growth III, €530 ARCHIMED Rise, €400 Kennet VI, €266 Balderton Growth II, $685 Verdane Idun II, €700 Marlin Heritage Europe III, €1,000 Bridgepoint Growth II, £300 TDR SOF I, €450 bd-capital 2, €430 Montefiore VI, €1,400 Ambienta Small Cap, €500 Pollen Street V, €1,500 Notion Growth III, €114 Aspirity I, €875 H.I.G Europe IV, €1,600 IK Partnership III, €500 Expedition Growth III, $375 Apheon VI, €1,250 €150 €650 €1,150 €1,650 Market Statistics Funds currently raising (no. / %) 25 / 27% Funds currently raising (capital) €22.2b+ targeted Average fund size in market (tgt.) €840m median / €891m mean 2022 2021 2023 2024 2016 - 2019 2020 In Market 2025 2026"
0101a0d8c5ad4cad,T2 North America,T2 North America,"$1,500*",1500.0,USD,2020.0,2020.0,unknown,2020,,energy,north_america,,energy,Evercore PFG,Evercore PFG - Global Renewable Energy - H1 2026.pdf,3.0,"T2 North America ($1,500*)",clean_extraction,2026-06-10T16:23:43,T2 North America,T2 North America,True,,no_repeated_manager_pattern,clean_main_dashboard_row,T2 North America (,T2 North America (,$1.5bn,1500.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: $1500m,,Needs review — fund equals manager,,Manager name OK,no_status_found,no_status_found,"2 Fund Size $600m $1200m $300m $6,000m $900m $1500m Green Arrow Infrastructure of the Future Fund (€500*) SWEN Impact Fund for Transition 2 (€583) Charging Infrastructure Investment Fund (£422) InfraVia V (€5,000) 2020 2019 2021 Global Renewable Energy Market Map Everwood Photovoltaic V (€500) Impax New Energy Investors IV (€459) T2 North America ($1,500*) CI Energy Transition Fund I (€3,000) FLAVEO IV (€1,380) Based on Preqin and Evercore PFG market intelligence. Includes Global Renewable Energy Funds with vintages from 2019 to 2022. All fund sizes are in millions. 1Capital Dynamics Clean Energy Infrastructure Fund X * Denotes target fund size. ** Denotes prior vintage/fund size. B Capital Infrastructure II (€500*) Tikehau Green Assets I (€500*) NextEnergy UK I (£733) Fontavis ESG Renewable Infrastructure Fund II (€750*) Seraya Partners Fund I ($800) Ara Infrastructure Fund I ($800) Antin Infrastructure NextGen Fund I (€1,200) Sandbrook Climate Infrastructure Fund I ($1,500) EnCap Energy Transition Fund II ($1,500) Capenergie 5 (€1,800) Clean Energy Fund Europe IV (€2,000) EIP Energy Infrastructure III (€4,000*) ECP V ($4,400) Blackstone Energy Transition Partners IV ($5,600) 2022 Quinbrook Partners II – Net Zero Power Fund ($3,000)"
9742b4c2e314ff44,HitecVision New Energy Fund 2,HitecVision New Energy Fund 2,€1.5bn,1500.0,EUR,2025.0,2025.0,confirmed_in_market,2025,growth,energy,europe,nordics,energy,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,72.0,HitecVision New Energy Fund 2 €1.5bn 2025,clean_extraction,2026-06-10T16:23:56,HitecVision New Energy Fund 2,HitecVision New Energy Fund 2,True,,no_repeated_manager_pattern,clean_main_dashboard_row,HitecVision New Energy Fund 2,HitecVision New Energy Fund 2,€1.5bn,1500.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: €1.5bn,,Needs review — fund equals manager,,Manager name OK,timeline_bucket_2025,found_status_near_fund_on_source_page,"71 Nordics Cont. Source: Preqin, UBS projections for fund sizes Notes: Projections based on UBS estimates, % of capital called * Represents target fund size for funds currently in the market Bolded names indicate current UBS mandates Fund Size Status/Vintage 2026 2027 and Beyond Alder Fund III SEK 3.2bn 2023 Equip Capital Fund II NOK 3.0bn 2023 Accent Equity Fund VII SEK 2.25bn 2023 Catacap III €190m 2023 Longship Fund III NOK 2.1bn 2023 Capidea Kapital IV €168m 2023 Ceder Capital 3 SEK 1.5bn 2023 Adelis Equity Partners IV €1.6bn 2024 Impilo II €700m 2024 Verdane Idun II (Impact Fund) €700m 2024 Creandum VII €500m 2024 FSN Compass I €410m 2024 Priveq Investment Fund VII SEK 3.0bn 2024 Celero Capital I €275m 2024 VIA Equity Fund V €250m 2024 Sponsor Fund VI €231m 2024 Systematic Growth Fund IV €215m 2024 Consolid Equity III €210m 2024 Gro Generation I €150m 2024 Verdane Capital Freya XII €2.0bn 2025 HitecVision New Energy Fund 2 €1.5bn 2025 Monterro V €1.4bn 2025 Monterro G2 €350m 2025 MVI Fund III SEK 2.0bn 2025 Confirmed in market Projected"
b3655601c5aad4ad,Federated Hermes Diversified Infrastructure Fund,Federated Hermes Diversified Infrastructure Fund,£1.4bn,1400.0,GBP,2023.0,2023.0,held_close,2023,,infrastructure,europe,,infrastructure,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,76.0,Federated Hermes Diversified Infrastructure Fund £1.4bn 2023,clean_extraction,2026-06-10T16:23:56,Federated Hermes Diversified Infrastructure Fund,Federated Hermes Diversified Infrastructure Fund,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Federated Hermes Diversified Infrastructure Fund,Federated Hermes Diversified Infrastructure Fund,£1.4bn,1400.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: £1.4bn,,Needs review — fund equals manager,,Manager name OK,no_status_found,found_status_near_fund_on_source_page,"75 Source: Preqin, UBS projections for fund sizes Notes: * Represents target fund size for funds currently in the market Bolded names indicate current UBS mandates Infrastructure—Generalist (Core) Fund Size Status/Vintage 2026 2027 and Beyond DIF Infrastructure VIII €6.0bn* Held Close Equitix Fund VII £1.5bn* Held Close Equitix European Infrastructure II €1.0bn* Held Close Global Infrastructure Partners Core Fund $5.0bn* Raising Vauban Core Infrastructure Fund V €2.5bn* Raising Swiss Life Funds (lux) Global Infrastructure Opportunities IV €2.5bn* Raising Arjun Infrastructure Alliance Europe 3 €2.5bn* Raising MEAG European Infrastructure I €600m* Raising RiverRock Brownfield Infrastructure Fund II €400m* Raising Macquarie Super Core Infrastructure Fund Series 3 TBC Raising Schroders Mid Infra Equity II €500m Announced Infranode II €1.2bn 2019 Reichmuth Infrastructure II CIP ₣320m 2019 Fondo ANIA F2i €516m 2020 Wren House Infrastructure LP $5.0bn 2021 Meridiam Infrastructure Europe IV €2.3bn 2021 Allianz European Infrastructure Equity Fund II €1.5bn 2022 Aberdeen Standard Core Infrastructure III €585m 2022 ACIF Infrastructure II €396m 2022 Federated Hermes Diversified Infrastructure Fund £1.4bn 2023 Confirmed in market Projected"
7783159ca0064191,Omnes Capenergie 5,Omnes Capenergie 5,€1.4bn,1400.0,EUR,2022.0,2022.0,confirmed_in_market,2022,,energy,europe,,energy,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,80.0,Omnes Capenergie 5 €1.4bn 2022,clean_extraction,2026-06-10T16:23:56,Omnes Capenergie 5,Omnes Capenergie 5,True,,no_repeated_manager_pattern,clean_main_dashboard_row,Omnes Capenergie 5,Omnes Capenergie 5,€1.4bn,1400.0,Normal size,Verified from source,100,Fund name found on source page; Manager name found; Size matched: €1.4bn,,Needs review — fund equals manager,,Manager name OK,no_status_found,found_status_near_fund_on_source_page,"79 Source: Preqin, UBS projections for fund sizes Notes: * Represents target fund size for funds currently in the market Bolded names indicate current UBS mandates Infrastructure—Renewables and Energy Transition (Core+ & Value-Add) Cont. Fund Size Status/Vintage 2026 2027 and Beyond Crédit Mutuel Siloé Infrastructures €350m 2020 Capital Dynamics Clean Energy Infrastructure Fund X $315m 2020 CI Energy Transition Fund I €3.0bn 2021 Andera Smart Infra €233m 2021 Niam Infrastructure I €133m 2021 Hy24 Clean H2 Infra Fund €2.0bn 2022 Nuveen Clean Energy Fund Europe IV €2.0bn 2022 Omnes Capenergie 5 €1.4bn 2022 Antin Infrastructure NextGen Fund I €1.2bn 2022 Copenhagen Infrastructure Advanced Bioenergy Fund I €750m 2022 Algebris Green Transition Fund €380m 2022 SC Climate Impact Fund III €300m 2022 Asper Dhuk £220m 2022 Copenhagen Infrastructure V €12.0bn 2023 Ares Climate Infrastructure Partners II $3.0bn 2023 Just Climate Fund I $1.5bn 2023 Glentra Fund I €565m 2023 ALTÉRRA Acceleration $30.0bn 2024 Brookfield Global Transition Fund 2 $20.0bn 2024 HitecVision New Energy Fund II €1.5bn 2024 Confirmed in market Projected"
