fund_name,manager_name,fund_strategy,target_size_display,target_size_millions,currency,expected_quarter,expected_year,status,source_file,source_page,raw_line,quality_score,quality_reason
Astanor Ventures II £360m 2023,,venture,£360m,360.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,59,Astanor Ventures II £360m 2023,70,real fund name; manager found; target size found
TiLT Capital Fund I €320m,,,€320m,320.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,59,TiLT Capital Fund I €320m 2024,70,real fund name; manager found; target size found
2150 Tech Sustainability Fund II €210m,,,€210m,210.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,59,2150 Tech Sustainability Fund II €210m 2024,70,real fund name; manager found; target size found
Miura Expansion Fund I €135m,,,€135m,135.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,59,Miura Expansion Fund I €135m 2024,70,real fund name; manager found; target size found
Balderton Capital IX $615m 2023,,,$615m,615.0,USD,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Balderton Capital IX $615m 2023,70,real fund name; manager found; target size found
Graphite Capital Partners X £600m* Raising,,,£600m,600.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Graphite Capital Partners X £600m* Raising,70,real fund name; manager found; target size found
Cutting Edge Fund II $500m* Raising,,,$500m,500.0,USD,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Cutting Edge Fund II $500m* Raising,70,real fund name; manager found; target size found
Osprey Fund I €400m* Raising,,,€400m,400.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Osprey Fund I €400m* Raising,70,real fund name; manager found; target size found
Blixt Fund II £300m* Raising,,,£300m,300.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Blixt Fund II £300m* Raising,70,real fund name; manager found; target size found
Mobeus Fund III £250m* Raising,,,£250m,250.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Mobeus Fund III £250m* Raising,70,real fund name; manager found; target size found
FPE Fund IV £250m* Raising,,,£250m,250.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,FPE Fund IV £250m* Raising,70,real fund name; manager found; target size found
NorthEdge Capital Fund III £250m 2021,,,£250m,250.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,NorthEdge Capital Fund III £250m 2021,70,real fund name; manager found; target size found
Apiary Capital Fund II £240m 2022,,,£240m,240.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Apiary Capital Fund II £240m 2022,70,real fund name; manager found; target size found
Harwood Private Equity VI £200m* Held Close,,private equity,£200m,200.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Harwood Private Equity VI £200m* Held Close,70,real fund name; manager found; target size found
Vespa Capital III £151m 2020,,,£151m,151.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Vespa Capital III £151m 2020,70,real fund name; manager found; target size found
Aliter Capital II £134m 2022,,,£134m,134.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Aliter Capital II £134m 2022,70,real fund name; manager found; target size found
Key Capital Partners III £125m* Held Close,,,£125m,125.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Key Capital Partners III £125m* Held Close,70,real fund name; manager found; target size found
Piper Private Equity VII £105m 2022,,private equity,£105m,105.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,60,Piper Private Equity VII £105m 2022,70,real fund name; manager found; target size found
Inflexion Enterprise Fund VI £975m,,,£975m,975.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,61,Inflexion Enterprise Fund VI £975m 2024,70,real fund name; manager found; target size found
Bowmark Capital Partners VII £900m 2023,,,£900m,900.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,61,Bowmark Capital Partners VII £900m 2023,70,real fund name; manager found; target size found
Mayfair Equity Partners Fund III £500m 2023,,,£500m,500.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,61,Mayfair Equity Partners Fund III £500m 2023,70,real fund name; manager found; target size found
Palatine Private Equity Fund V £250m,,private equity,£250m,250.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,61,Palatine Private Equity Fund V £250m 2024,70,real fund name; manager found; target size found
Hypha Fund I £118m,,,£118m,118.0,GBP,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,61,Hypha Fund I £118m 2024,70,real fund name; manager found; target size found
Paragon Partners IV €1.2bn 2022,,,€1.2bn,1200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,Paragon Partners IV €1.2bn 2022,70,real fund name; manager found; target size found
Deutsche Private Equity (DPE) IV €1.0bn 2020,,private equity,€1.0bn,1000.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,Deutsche Private Equity (DPE) IV €1.0bn 2020,70,real fund name; manager found; target size found
EMH Partners II €650m 2020,,,€650m,650.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,EMH Partners II €650m 2020,70,real fund name; manager found; target size found
Borromin (fka Steadfast Capital) V €400m* Raising,,,€400m,400.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,Borromin (fka Steadfast Capital) V €400m* Raising,70,real fund name; manager found; target size found
ECM Equity Capital Management VI €325m Raising,,,€325m,325.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,ECM Equity Capital Management VI €325m Raising,70,real fund name; manager found; target size found
Auctus Capital Partners V €250m 2019,,,€250m,250.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,Auctus Capital Partners V €250m 2019,70,real fund name; manager found; target size found
KKA Partners III €230m* Raising,,,€230m,230.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,KKA Partners III €230m* Raising,70,real fund name; manager found; target size found
Pinova Capital III €163m 2021,,,€163m,163.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,Pinova Capital III €163m 2021,70,real fund name; manager found; target size found
Premium Equity Partners III €134m 2020,,,€134m,134.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,62,Premium Equity Partners III €134m 2020,70,real fund name; manager found; target size found
Castik Capital III €2.00bn,,,€2.00bn,2000.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Castik Capital III €2.00bn 2024,70,real fund name; manager found; target size found
Elvaston Capital Management VI €663m,,,€663m,663.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Elvaston Capital Management VI €663m 2024,70,real fund name; manager found; target size found
Vidia Climate Fund I €452m 2023,,climate,€452m,452.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Vidia Climate Fund I €452m 2023,70,real fund name; manager found; target size found
Maxburg Capital Partners IV €450m 2022,,,€450m,450.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Maxburg Capital Partners IV €450m 2022,70,real fund name; manager found; target size found
EMERAM Capital Partners II €400m 2023,,,€400m,400.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,EMERAM Capital Partners II €400m 2023,70,real fund name; manager found; target size found
Bid Equity III €310m 2023,,,€310m,310.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Bid Equity III €310m 2023,70,real fund name; manager found; target size found
Maguar Capital II €306m 2022,,,€306m,306.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Maguar Capital II €306m 2022,70,real fund name; manager found; target size found
Flex Capital III €300m 2023,,,€300m,300.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Flex Capital III €300m 2023,70,real fund name; manager found; target size found
EOS Capital Partners II €300m 2023,,,€300m,300.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,EOS Capital Partners II €300m 2023,70,real fund name; manager found; target size found
Nordwind Growth Fund II €200m 2022,,growth,€200m,200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Nordwind Growth Fund II €200m 2022,70,real fund name; manager found; target size found
Beyond Capital Partners III €181m 2023,,,€181m,181.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Beyond Capital Partners III €181m 2023,70,real fund name; manager found; target size found
Palero Capital IV €100m 2022,,,€100m,100.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,63,Palero Capital IV €100m 2022,70,real fund name; manager found; target size found
Endeavour Medtech Growth III CHF375m,,growth,375m,375.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,64,Endeavour Medtech Growth III CHF375m 2024,70,real fund name; manager found; target size found
DBAG Expansion Capital Fund IV €350m,,,€350m,350.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,64,DBAG Expansion Capital Fund IV €350m 2024,70,real fund name; manager found; target size found
Cadence Growth II €200m,,growth,€200m,200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,64,Cadence Growth II €200m 2024,70,real fund name; manager found; target size found
Constellation Capital VI €85m,,,€85m,85.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,64,Constellation Capital VI €85m 2024,70,real fund name; manager found; target size found
Waterland Private Equity Fund IX €3500m 2023,,private equity,€3500m,3500.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Waterland Private Equity Fund IX €3500m 2023,70,real fund name; manager found; target size found
"Main Capital VIII €1,900m",,,"€1,900m",1900.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,"Main Capital VIII €1,900m 2024",70,real fund name; manager found; target size found
Parcom Buyout Fund VII €960m 2023,,buyout,€960m,960.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Parcom Buyout Fund VII €960m 2023,70,real fund name; manager found; target size found
Apheon (Ergon Capital Partners V) €800m 2022,,,€800m,800.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Apheon (Ergon Capital Partners V) €800m 2022,70,real fund name; manager found; target size found
Quadrum Investment Fund IV €425m,,,€425m,425.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Quadrum Investment Fund IV €425m 2024,70,real fund name; manager found; target size found
Capital A Fund IV €358m 2021,,,€358m,358.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Capital A Fund IV €358m 2021,70,real fund name; manager found; target size found
HPE Growth Fund III €350m* Raising,,growth,€350m,350.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,HPE Growth Fund III €350m* Raising,70,real fund name; manager found; target size found
Nordian Fund III €320m 2020,,,€320m,320.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Nordian Fund III €320m 2020,70,real fund name; manager found; target size found
Mentha Capital VII €264m 2022,,,€264m,264.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Mentha Capital VII €264m 2022,70,real fund name; manager found; target size found
365 Capital Fund II €255m* Held Close,,,€255m,255.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,365 Capital Fund II €255m* Held Close,70,real fund name; manager found; target size found
Nyver Capital Management €250m* Raising,,,€250m,250.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Nyver Capital Management €250m* Raising,70,real fund name; manager found; target size found
Torqx Capital Partners Fund II €230m 2022,,,€230m,230.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Torqx Capital Partners Fund II €230m 2022,70,real fund name; manager found; target size found
M80 Capital Comm. V €210m 2021,,,€210m,210.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,M80 Capital Comm. V €210m 2021,70,real fund name; manager found; target size found
NewPort Buyout Fund III €200m* Held Close,,buyout,€200m,200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,NewPort Buyout Fund III €200m* Held Close,70,real fund name; manager found; target size found
Synergia Capital Fund VI €200m 2022,,,€200m,200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Synergia Capital Fund VI €200m 2022,70,real fund name; manager found; target size found
Connected Capital & Partners Fund II €154m 2022,,,€154m,154.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Connected Capital & Partners Fund II €154m 2022,70,real fund name; manager found; target size found
Fields Fund III €140m* Raising,,,€140m,140.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Fields Fund III €140m* Raising,70,real fund name; manager found; target size found
Lexar Partners Fund II €120m* Raising,,,€120m,120.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,Lexar Partners Fund II €120m* Raising,70,real fund name; manager found; target size found
One Two Capital €100m* Held Close,,,€100m,100.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,65,One Two Capital €100m* Held Close,70,real fund name; manager found; target size found
"Rivean Capital Fund VII €1,650m",,,"€1,650m",1650.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,66,"Rivean Capital Fund VII €1,650m 2024",70,real fund name; manager found; target size found
Holland Capital Growth & Buyout Fund V €225m,,"buyout, growth",€225m,225.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,66,Holland Capital Growth & Buyout Fund V €225m 2024,70,real fund name; manager found; target size found
Strada Partners Fund I €200m 2023,,,€200m,200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,66,Strada Partners Fund I €200m 2023,70,real fund name; manager found; target size found
Syntagma Capital I €200m,,,€200m,200.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,66,Syntagma Capital I €200m 2024,70,real fund name; manager found; target size found
Vortex Capital Partners Buyout Fund IV €145m,,buyout,€145m,145.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,66,Vortex Capital Partners Buyout Fund IV €145m 2024,70,real fund name; manager found; target size found
Naxicap Investment Opportunities III 1.2bn* Raising,Prudentia Capital 2 120m* Held Close,,1.2bn,1200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Naxicap Investment Opportunities III 1.2bn* Raising,70,real fund name; manager found; target size found
Vivalto Capital I 690m 2021,Ekkio Capital IV 161m 2018,,690m,690.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Vivalto Capital I 690m 2021,70,real fund name; manager found; target size found
Abénex Mid-Cap Fund VI 600m 2021,Vivalto Capital I 690m 2021,,600m,600.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Abénex Mid-Cap Fund VI 600m 2021,70,real fund name; manager found; target size found
Motion Equity Partners V 450m* Held Close,,,450m,450.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Motion Equity Partners V 450m* Held Close,70,real fund name; manager found; target size found
Cathay Capital Growth Fund II 385m* Held Close,Motion Equity Partners V 450m* Held Close,growth,385m,385.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Cathay Capital Growth Fund II 385m* Held Close,70,real fund name; manager found; target size found
Apax Development Fund II 350m* Held Close,,,350m,350.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Apax Development Fund II 350m* Held Close,70,real fund name; manager found; target size found
MBO+ Capital 5 320m 2021,Vivalto Capital I 690m 2021,,320m,320.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,MBO+ Capital 5 320m 2021,70,real fund name; manager found; target size found
Azulis Capital Middle Market Fund VI 280m 2021,MBO+ Capital 5 320m 2021,,280m,280.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Azulis Capital Middle Market Fund VI 280m 2021,70,real fund name; manager found; target size found
Capital Santé 3 200m* Held Close,,,200m,200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Capital Santé 3 200m* Held Close,70,real fund name; manager found; target size found
FNB Europe Fund II 200m* Held Close,Capital Santé 3 200m* Held Close,,200m,200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,FNB Europe Fund II 200m* Held Close,70,real fund name; manager found; target size found
Activa Capital Fund IV 200m 2021,,,200m,200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Activa Capital Fund IV 200m 2021,70,real fund name; manager found; target size found
Ekkio Capital IV 161m 2018,Naxicap Investment Opportunities III 1.2bn* Raising,,161m,161.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Ekkio Capital IV 161m 2018,70,real fund name; manager found; target size found
Abénex Small Cap Fund II 150m* Held Close,Capital Santé 3 200m* Held Close,,150m,150.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Abénex Small Cap Fund II 150m* Held Close,70,real fund name; manager found; target size found
Prudentia Capital 2 120m* Held Close,Capital Santé 3 200m* Held Close,,120m,120.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,67,Prudentia Capital 2 120m* Held Close,70,real fund name; manager found; target size found
Adagia Capital Europe 1.1bn 2022,Vespa Capital France III 122m 2022,,1.1bn,1100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Adagia Capital Europe 1.1bn 2022,70,real fund name; manager found; target size found
Qualium Fund III 535m 2023,Montefiore Investment VI 1.4bn 2023,,535m,535.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Qualium Fund III 535m 2023,70,real fund name; manager found; target size found
Parquest Capital 3 414m 2023,Montefiore Investment VI 1.4bn 2023,,414m,414.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Parquest Capital 3 414m 2023,70,real fund name; manager found; target size found
RB Capital France 2 (B& Capital) 315m 2023,Parquest Capital 3 414m 2023,,315m,315.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,RB Capital France 2 (B& Capital) 315m 2023,70,real fund name; manager found; target size found
Meanings Fund IV 300m 2023,RB Capital France 2 (B& Capital) 315m 2023,,300m,300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Meanings Fund IV 300m 2023,70,real fund name; manager found; target size found
Weinberg Capital Partners IV 215m,,,215m,215.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Weinberg Capital Partners IV 215m 2024,70,real fund name; manager found; target size found
Aldebaran Transformation Fund I 150m 2023,RB Capital France 2 (B& Capital) 315m 2023,,150m,150.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Aldebaran Transformation Fund I 150m 2023,70,real fund name; manager found; target size found
Extens Fund 3 106m 2022,Vespa Capital France III 122m 2022,,106m,106.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,68,Extens Fund 3 106m 2022,70,real fund name; manager found; target size found
NB Renaissance Partners IV 1.2bn* Raising,,,1.2bn,1200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,NB Renaissance Partners IV 1.2bn* Raising,70,real fund name; manager found; target size found
Clessidra Capital Partners V 600m* Raising,NB Renaissance Partners IV 1.2bn* Raising,,600m,600.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Clessidra Capital Partners V 600m* Raising,70,real fund name; manager found; target size found
Style Capital III 500m* Raising,Clessidra Capital Partners V 600m* Raising,,500m,500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Style Capital III 500m* Raising,70,real fund name; manager found; target size found
Wisequity VI 400m,Alto Capital V 273m 2023,,400m,400.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Wisequity VI 400m 2024,70,real fund name; manager found; target size found
Taste of Italy Fund 2 330m 2020,Aksia Capital V 275m* Raising,,330m,330.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Taste of Italy Fund 2 330m 2020,70,real fund name; manager found; target size found
Hyle Capital Partners Fund II 300m* Raising,Style Capital III 500m* Raising,,300m,300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Hyle Capital Partners Fund II 300m* Raising,70,real fund name; manager found; target size found
Aksia Capital V 275m* Raising,,,275m,275.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Aksia Capital V 275m* Raising,70,real fund name; manager found; target size found
Alto Capital V 273m 2023,,,273m,273.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Alto Capital V 273m 2023,70,real fund name; manager found; target size found
Consilium Private Equity Fund IV 110m 2022,Aksia Capital V 275m* Raising,private equity,110m,110.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,69,Consilium Private Equity Fund IV 110m 2022,70,real fund name; manager found; target size found
ProA Capital Iberian Buyout Fund IV 655m,Diana Capital III 181m 2023,buyout,655m,655.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,ProA Capital Iberian Buyout Fund IV 655m 2024,70,real fund name; manager found; target size found
MCH Iberian Capital Fund VI 500m* Raising,,,500m,500.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,MCH Iberian Capital Fund VI 500m* Raising,70,real fund name; manager found; target size found
Magnum Partners IV 475m* Raising,,,475m,475.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Magnum Partners IV 475m* Raising,70,real fund name; manager found; target size found
Miura Fund IV 475m,,,475m,475.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Miura Fund IV 475m 2024,70,real fund name; manager found; target size found
Artá Capital III 404m 2023,,,404m,404.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Artá Capital III 404m 2023,70,real fund name; manager found; target size found
GPF Capital IV 300m* Held Close,,,300m,300.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,GPF Capital IV 300m* Held Close,70,real fund name; manager found; target size found
Buenavista Buyout III 250m* Held Close,GPF Capital IV 300m* Held Close,buyout,250m,250.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Buenavista Buyout III 250m* Held Close,70,real fund name; manager found; target size found
Buenavista Buyout III 250m* Raising,Magnum Partners IV 475m* Raising,buyout,250m,250.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Buenavista Buyout III 250m* Raising,70,real fund name; manager found; target size found
Nexxus Iberia Fund II 241m,,,241m,241.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Nexxus Iberia Fund II 241m 2024,70,real fund name; manager found; target size found
ABE Private Equity Fund II 200m* Held Close,GPF Capital IV 300m* Held Close,private equity,200m,200.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,ABE Private Equity Fund II 200m* Held Close,70,real fund name; manager found; target size found
Diana Capital III 181m 2023,Artá Capital III 404m 2023,,181m,181.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Diana Capital III 181m 2023,70,real fund name; manager found; target size found
Henko Capital Partners II 175m,,,175m,175.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Henko Capital Partners II 175m 2024,70,real fund name; manager found; target size found
Espiga Equity Fund II 165m 2022,Vallis Sustainable Investments II 151m 2019,,165m,165.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Espiga Equity Fund II 165m 2022,70,real fund name; manager found; target size found
Suma Capital Growth Fund II 160m 2019,,growth,160m,160.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Suma Capital Growth Fund II 160m 2019,70,real fund name; manager found; target size found
Blackpearl Fund III 150m* Held Close,,,150m,150.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Blackpearl Fund III 150m* Held Close,70,real fund name; manager found; target size found
Aleos Capital Fund I 150m* Raising,Magnum Partners IV 475m* Raising,,150m,150.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Aleos Capital Fund I 150m* Raising,70,real fund name; manager found; target size found
Explorer Growth Fund VI 100m 2023,Diana Capital III 181m 2023,growth,100m,100.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,70,Explorer Growth Fund VI 100m 2023,70,real fund name; manager found; target size found
Summa Equity Fund III €2.3bn 2022,,,€2.3bn,2300.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,71,Summa Equity Fund III €2.3bn 2022,70,real fund name; manager found; target size found
Valedo Partners Fund IV SEK 2.0bn 2022,,,2.0bn,2000.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,71,Valedo Partners Fund IV SEK 2.0bn 2022,70,real fund name; manager found; target size found
FSN Capital VI €1.8bn 2020,Standout Capital II SEK 1.65bn 2022,,€1.8bn,1800.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,71,FSN Capital VI €1.8bn 2020,70,real fund name; manager found; target size found
Standout Capital II SEK 1.65bn 2022,,,1.65bn,1650.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,71,Standout Capital II SEK 1.65bn 2022,70,real fund name; manager found; target size found
Fidelio Capital III €1.1bn 2023,,,€1.1bn,1100.0,EUR,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,71,Fidelio Capital III €1.1bn 2023,70,real fund name; manager found; target size found
Blue Equity III DKK 750m 2021,,,750m,750.0,,,,Potential future fund,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,71,Blue Equity III DKK 750m 2021,70,real fund name; manager found; target size found
